# 
32, 33  , 52
32, 36  , 52
32, 33  , 52
64, 59  , 77
64, 68  , 80
64, 59  , 77
128, 107 , 11
128, 106 , 12
128, 107 , 11
256, 188 , 19
256, 185 , 198
256, 188 , 199
320, 230 , 238
320, 223 , 236
320, 230 , 238
343, 245 , 253
607, 393 , 407
833, 524 , 534
2041, 1083, 110
2111, 1072, 109
2655, 1256, 129
4152, 1857, 189
4696, 2022, 207
4766, 1937, 200
21035, 2684, 287
25187, 2686, 290
33491, 2688, 297
